srf	Q7, S29-D21-I9-D19-A2, S29-D21-I9-Q7, S29-D21-I9-Q7-Y1, S29-D21-I9-Y1	rest, relief , take one's ease , warm, warmth, temperature, inflammation, fever, mood 
srf ib	S29-D21-I9-Q7-F34-Z1	deliberate 
srft	S29-D21-I9-X1-Aa2-Z3	fever 
Sri	N37-D21-G37-A1, N37-D21-M17-A17	lad, younger son 
Srit	N37-D21-M17-X1-G37-B1, O34-D21-M17-X1-E10	daughter , ewe 
srmi	S29-D21-G17-D9	cause to weep causative
srmt	O34-D21-G17-X1-W23, S29-D21-G17-X1-N33A	foodstuff, beverage 
srq	S29-D21-N29-T113, S29-D21-N29-T113-Y1	inhale, permit to breathe of throats 
srqt	L7, S29-D21-N29-X1-L19	Selket scorpion goddess divinity, Selket the scorpion goddess divinity
Srr	G37, N37-D21-D21-A17, N37-D21-D21-G37, N37-D21-D21-G37-A1, N37-D21-M17-G37-A1	little adjective and verb, little, meagre, younger, junior, short adjective and verb, small, lowly man 
SrS	N37-D21-N37-D54, S29-D21-O34-U40-D5, S29-D21-T13-S29-D5, S29-D21-T13-S29-F27	awaken, take command of corps causative, hurry ?, bolt of horses ? 
srt	N37-D21-X1-D19, N37-D21-X1-D19-F51, N37-D21-X1-U9, S29-D21-X1-M44	nose, nostril , thorn, spine , type of grain 
srw	O34-D21-G43-G54, S29-D21-G54	goose 
srwD	O34-D21-G43-D46-T12, S29-D21-G43-T12-Y1, S29-D21-I10-V24-T12, S29-D21-T12, S29-D21-T5-T12-Y1, S29-T12-D21-V24-G43-I10-Y1	make secure, provide, set right a wrong, fulfil contract causative, strengthen, maintain, perpetuate make to flourish, restore buildings causative
srwi	S29-D21-G43-M17-D54, S29-D21-Z7-M17-Z4-D54	remove causative
srwt	S29-D21-G43-X1-A21-Z3, S29-D21-G43-X1-E27-Z3, S29-D21-X1-A21	body of magistrates collective noun, prophecies 
srwx	D40, S29-D21-G43-Aa1-D40, S29-D21-G43-Aa1-D46-Aa3	foster, cherish, treat medically verb, treatment noun
srx	S29-D21-Aa1-A2, S29-D21-Aa1-G37-A1, S29-D21-Aa1-O1, S29-D21-Aa1-O24A, S29-D21-Aa1-O33, S29-D21-Aa1-Y1, S29-D21-Aa1-Y2-A84	a government department , complain, lay information against, accuse causative, guilty person , learn about future events causative, memorial , Serekh palace - facade design holding the Horus name of King 
srxw	O34-D21-Aa1-M17-M17-A2, S29-D21-Aa1-G43-A2, S29-D21-Aa1-M17-M17-A2-Z6	accuser, complainer, evil spirit 
srxy	O34-D21-Aa1-M17-M17-A2, S29-D21-Aa1-A2	accusation, reproach 
sryt	S29-D21-M17-M17-X1-A2, S29-D21-M17-M17-X1-Aa2-Z2, S29-D21-M17-M17-X1-D26-Z2, S29-D21-M17-M17-X1-S35, S35	cough , standard noun
ss	G39-O35, G49-N23, N37-S29-O39, N37-S29-V6-W3, O34-N37-D40, O34-N37-D54, O34-N37-N8, O34-N37-O31, O34-N37-T30, O34-N37-Y1, O34-N37-Y3-Y2, O34-N37-Z9-D54, O34-N37-Z9-O1, O34-N37-Z9-Y1, O34-O34-Q7, S29-N37-Y4-Y2, S29-S29-D54, S29-S29-Q7, S29-S29-R40, V6, V6-N37, V6-O34-Q19, V6-S29-V1, V6-W3, Y3-A1, Y3-Y1	alabaster, vessels of alabaster , ashes noun, bier ? , burn verb, cut linen , hurry , marsh , open , pass, spread, spread out, strew, post sentries , rope , scribe , threshold , write, inscribe, paint, draw, enrol troops verb, writing, depiction, record, papyrus roll, letter, document noun
sS a n nsw	M23-X1-N35-D36-N35-Y3-A1	king's record scribe 
sS dnit	Y3-A1-D46-N35-F21-X1-Y1	scribe of distribution 
sS kdwt	Y3-Aa28-D46-W24-X1-Y1V	painter, draughtsman 
sS qdwt	Y3-A1-Aa28-D46-W24-G43-X1-Y1-Z2	draughtsman 
sS Sat	Y3-A1-N37-D36-X1-V12	secretary 
sSA	F5, F5-G1, F6-Y1, N37-O34-Aa18-G1-F5-Y1, N37-O34-Aa18-G1-Z5-Y1, N37-O34-Aa18-G43-F5-Y1, N37-S29-Aa17-G1-E103-Y1, O34-M8-A2, O34-M8-G1-D54, O34-M8-G1-F5-Y1, O34-N37-G1-Y1, O34-N37-G1-Z4-A2, S29-M8-G1-A2, S29-M8-G1-A4	be conversant with verb, be wise verb, be wise, be converant with, be skilled in, know verb, beseech from , know verb, make progress , pray to , prayer , skill noun, wisdom noun, wisdom, skill noun
ssAi	S29-S29-Aa17-G1-A2	satisfy, make wise causative
sSAt	N37-S29-Aa17-G1-F5-X1-N2, O34-N37-M17-M17-X1-N2-N5, R20-X1-B1, S29-N37-F5-X1-N14, S29-N37-G1-X1-G7C	nightfall, night sky , Seshat goddess divinity
SsAw	F5-G43-Y1-Z2, N37-O34-Aa17-G1-Z7-F5-Y1-Z2, N37-S29-Aa17-G1-G43-E103, N37-S29-Aa17-G1-G43-F20-Z1, S29-S29-Aa17-G1-W22-X2-Z8, S29-S29-Aa17-G1-Z7-A2, S29-S29-Aa17-G43-A2, V6-F40-E103	bubalis antelope , medical prescription , provisions, sustenance , satisfaction , tongue 
ssbi	O34-O35-D58-D54	despatch army causative
ssbq	S29-S29-D58-N29-Y1	honour someone causative
ssbt	S29-S29-D58-X1-F18-A2	make to laugh 
sSd	S29-F30-D46-D6-O1, S29-F30-D46-I3, S29-F30-D46-I3-N14-Z1, S29-F30-D46-V12, S29-F30-Y1	fillet, bandage, garlands, ribbons, tether , flash verb, put a fillet on someone , thunderbolt , window 
sSdt	O34-F30-D46-X1-O1, S29-N37-D46-X1-O1	shrine of falcon 
SSdw	N37-N37-D46-G39-O1-Z2, O34-N37-D46-G43-D26-Z2	drops of moisture , windows 
ssf	O34-O34-I9-D19	soothe causative
ssfw	O34-O34-I9-G43-S28-Z2	garments 
ssH	S29-S29-V28-D40, S29-S29-V28-G37, S29-S29-V28-T30	destroy enemies , destroy enemies, shatter heads , shatter heads 
SSi	N37-Z4-N37-Q7	refine ? gold verb
Ssm	N37-S29-G17-N35A-F27, O34-O34-G17-E6, O34-T32-G17-D54, S123-D54, S29-N37-T32, S29-T31-G17-D54, S29-T31-G17-Y1, S29-T31-G17-Y1-Z2, S29-T32, S29-T32-Aa15-D54, S29-T32-D54, S29-T32-G17-Y1, S29-T32-Y1, T32, V6-O34-G17-D4, V6-O34-G17-F27	be bloodshot of eyes , business , conduct , conduct work, war , expenditure, state of affairs, state, condition, nature , guidance , guidance, procedure, conduct, business , horse , lead, guide , lead, guide, rule, govern, show the way, conduct war,work, instruct people , leather roll ?, baton 
sSmm	S29-N37-G17-G17-Q7	warm someone, heat something causative
ssmt	N37-O34-G17-X1-S17A, N37-O34-S15-G17-X1-N33A, N37-S17A-O34-X1-N33A, O34-O34-G14-X1-E6, S29-S29-G17-X1-E6, S29-S29-G17-X1-F27, S29-T32-G17-X1-Y1, S29-T32-X1-I12, S29-T32-X1-Y1, V6-O34-G17-X1-O39	guidance , guiding serpent of god , horse, mare , leading of procession, guidance, governance, control , malachite , sacred girdle , working out mathematical, proof mathematical 
sSmw	S29-N37-T32-G43, S29-T31-G17-G43-A40, S29-T31-G17-M17-M17-A1, S29-T31-G17-M17-M17-D54, S29-T32-Aa15-A48, S29-T32-G17-D54-A1, S29-T32-G17-G43-D54-A1, S29-T32-G17-Y1, S29-T32-I12	ruler, leader , statue, portrait, image, couterpart 
ssn	M9-Z1, O34-N37-N35-M2, O34-N37-N35-M9, O34-N37-N35-M9B, O34-N37-N35-Z9-A24, O34-N37-N37-N35-M9, O34-O34-N35-N18, S29-S29-D19, S29-S29-N35-D19	breathe, smell causative, cause to pass causative, lotus , lotus - shaped cuo , weave causative
ssnb	S29-S29-N35-D58-Y1	preserve, heal causative
ssnDm	S29-S29-M29-G17-M1, S29-S29-M29-M1, S29-S29-N35-M29-M3	a costly wood 
sSnw	O34-N37-N35-Z9-V1-Z2	ropes, cordage 
sSp	D46, N11, N37-O34-Q3-O42, O42-Q3-A53, O42-Q3-D40, O42-Q3-D46, O42-Q3-E152, O42-Q3-E154, O42-Q3-N11, O42-Q3-N5, O42-Q3-N8, O42-Q3-X1-M2-Z2, O42-Q3-X1-N33-Z2, S29-N37-Q3-N5, S29-N37-Q3-N8, S29-N37-Q3-O42	be white, be bright verb intransitive, cucumber cucumis melo , dawn, light noun, light noun, make bright, lighten darkness verb transitive, one seventh of a cubit measurement , palm of hand , palm of hand, one seventh of a cubit measurement , statue, image , take, accept, receive, assume crown, catch fish, purchase, wear clothes , white, bright adjective
sspd	S29-S29-M44-Y1, S29-S29-Q3-D46-M44-Y1, S29-S29-Q3-D46-Y1	make ready, supply with, prepare food,enliven the downcast, penetrate into causative
Sspt	O42-Q3-X1-O1	chapel, summer - house, bedroom 
Sspt dxn	O42-X1-D46-Aa1-N35	chorus 
Sspt nt dxn	O42-X1-N35-X1-D46-Aa1-N35-D41	chorus of singers 
Sspw	E151-Z1, O42-Q3-G43-E151	sphinx 
Ssr	N37-O34-D21-T11, O34-N37-D21-T11, S29-N37-D21-N5, S29-N37-D21-N8, S29-V6-D21-A2, V6-O34-D21-A2, V6-O34-D21-F20, V6-S29-D21-T11, V6-S29-D21-Y1	arrow , dry, dry up causative, tongue , utter, express 
ssrd	S29-S29-D21-D46-M31	plant garden causative
sSrr	O34-N37-D21-D21-G37	lessen causative
sSrt	O34-N37-D21-X1-Z8	cake 
sSrw	S29-N37-D21-F51, S29-N37-D21-G43-S28-S28-S28, S29-N37-D21-S28, S29-V6-D21-U9-Z2, S29-V6-D21-Y1, V33-D21-G43-V33-N33A, V33-Z1-S28, V33-Z1-U9-Z2, V33-Z1-Y1-Z2, V6-O34-D21-G43-Y1-Z2, V6-Z1-U9-Z2	corn , linen , linen bags , things, actions, course, manner of action 
sSsA	O34-N37-S29-Aa17-G1-F5-Y1	make wise 
sSsp	S29-O42-Q3-N5	make brightness, lighten darkness 
sSsr	S29-V6-O34-D21-A2	discuss ? causative
sSSt	O34-N37-N37-X1-Y8, O34-N37-N37-Y18B	sistrum 
sSSwt	N37-N37-M17-M17-X1-Y8-Z2	sistra plural
sst	S29-S29-X1-D19, S29-S29-X1-D56, V6-X1	alabaster , breathe, smell infinitive, calf of leg 
SstA	E15, E16, O34-N37-N16-Y1, O34-N37-X1-U30-G1-Z9-Y1, S29-N37-X1-U30-G1-Y1	make secret, mysterious causative, make secret, mysterious, make inaccessible causative, make secret, mysterious, make inaccessible, secret, confidential matter, religious mystery, problem , secret adjective, secret, confidential matter, religious mystery, problem noun
SstAw	O34-N37-X1-U30-G1-G43-Y1	secretly 
sSw	O34-N37, O34-N37-Z9-G43-N33, S29-H6-G43-G37, S29-H6-G43-N5, S29-N37-Z4-Z9-Y1-Z2	disk of metal , dry something causative, lose by theft causative
sSwA	S29-N37-V4-G1-A4-G37	impoverish, deprive of causative
sswn	S29-S29-E34-N35-Q7, S29-S29-E34-N35-T11-G37, S29-S29-M42-N35-T11-G37	destroy causative, destroy, destruction , destruction noun
sswt	S29-S29-X1-G43-N34-Z2	a metallic inlay ? 
ssxm	S29-S29-S42-G17	strengthen causative
sSy	G48, N37-N37-G48, N37-N37-O1, O34-N37-G48A, O34-N37-N37-G49, O34-N37-Z4-G48A, O34-N37-Z4-G49	nest 
st	N37-V13-Aa19, N37-X1-Aa19-S28, N37-X1-Z9-A24-A1-Z2, N37-X1-Z9-D40, O34-X1, O34-X1-B1, O34-X1-G39, Q1-X1-O1, S29-X1, S29-X1-Z2, V1	assessment of taxes , equip , it, them dependent pronoun, one hundred , pin-tail duck , satchel , seat, throne, place, grounds of house, department, office, storehouse, position, rank of official , tax - payers collective noun, they pronoun compound, woman, wife 
st a	Q1-X1-D36-Y1, Q1-X1-D36-Z1-G37-Z2, Q1-X1-O1-D36-Y2	Place of Records , place of records archive , stroke of malignant beings 
st hA	Q1-O4-G1-A9	liability to corvee 
st Hmt	O34-X1-B1-N41-X1-B1, O34-X1-N42-X1-B1	wife , woman, wife 
st ib	Q1-X1-O1-F34-Z1	favourite, favourite place, wish, affection 
st mni	Q1-X1-O1-Y5-N35-M17-Z4-T14-Z6	the state of dying 
st ms	G39-X1-B3	egg - laying duck 
st ns	Q1-X1-O1-F20-F51B-Z1, Q1-X1-O1-F20-Z1-F51	speech 
st nt snDm	Q1-X1-O1-N35-X1-S29-M29-G17- A17	dwelling - place 
st nTryt	Q1-X1-O1-R8-M17-M17-X1	divine state 
st qbt	Q1-X1-O1-N29-D58-X1-W15-N35A	entertainment 
st qrs	Q1-X1-O1-N29-D21-S29-Q6-D40, Q1-X1-O1-N29-D21-S29-T19-A24	the state of being buried , the state of being coffined 
st qsnt	Q1-X1-O1-Q2, Q1-X1-O1-T19-N35-X1-G37-Z2	evil - case , evil case 
st r	Q1-X1-O1-D21-Z1	utterance 
st rd	Q1-X1-O1-D56-Z1	rank, station 
st rdwy	Q1-X1-O1-D21-D46-D56-D56	rank, station 
st skA	Q1-S29-D28-U13	ploughing 
st smA tA	Q1-X1-O1-F36-G1-Y1-N16-N23-Z1	interment 
st swab	Q1-X1-O1-S29-D60-N35A	cleanliness 
st swtwt	Q1-X1-O1-S29-G43-X1-G43-X1-D54	avenue, promenade 
st xt	Q1-Aa1-Z1-X1-X2-W22-Z8	meal 
sTA	F29-X1-D54, N37-N16-U30-G1-Z9-Y1, N37-X1-U30, N37-X1-U30-G1-M1, N37-X1-U30-G1-M17-M17-Y1, N37-X1-U30-G1-Y1, S29-Aa18-G1-X1-V2-D54, S29-G47-G1-W22, S29-V13-G1-V1-O34, S29-V13-V2, S29-V13-V2-G1-O34, S29-V13-V2-O34, S29-V2-D54, S29-V2-V13-G1-D54, S29-X1-F29-G1-V2-D54, S29-X1-U30-G1, S29-X1-U30-G1-Q7, S29-X1-U30-G1-S29-V2-D54, S29-X1-U30-G1-V2-D54, S29-X1-U30-G1-V2-D54-S29-D54, S29-X1-U30-Q7, S29-X1-U30-V2-D54, S29-X1-V2-D36, S29-X1-V2-D54, V2-D54, V2-X1-D54, V2-X1-G1-D54	copse, scrub, brushwood ? , drag , flow verb intransitive, heat, kindle taper causative, measure of capacity , mysterious, secret, hidden, difficult , of people drag, drag away, admit, usherin, bring verb, of things drag, pull, pull out, reduce swelling, draw off pus verb, see under other entries for sTA , weave, spin yarn 
sTAm	S29-G47-G1-G17-S28	bind up injury causative
stAt	N18, N37-X1-M17-M17-X1, N37-X1-U30-G1-X1-Y1-Z2, N37-X1-U30-X1-Y1, O39-Z1, S29-X1-U30-X1-Q7, V2-X1-X1-M3, V2-X1-X1-N23-Z1, V2-X1-X1-O39	aroura of land, sheet of metal , censer, lamp , roller for moving ship , secrets 
StAw	N37-X1-U30-G1-G43-Y1-Z2, N37-X1-U30-G1-Y1-Z2, N37-X1-U30-G1-Z9-Y1, N37-X1-U30-Y1, O34-X1-V1, S29-V2-G1-Z7, S29-X1-U30-G1-G43-V2, S29-X1-U30-G1-Z7-V2-D54-Aa2-Z2, V2-F51-Z2, V2-X1-Aa2, V2-X1-Z7, V2-Z2	dragging , injury , religious mysteries , secrets , secrets, religious mysteries 
stbn	S29-X1-D58-N35-D54	hasten casuative
Stbt	N37-X1-D58-X1-V19	crate 
stf	S29-X1-I9-D26-Z2	liquid ?, to foam up 
stfw	S29-X1-I9-G43-N35A	sheet copper 
sthi	S29-X1-O4-D56-D54	ramble about causative
stHn	S29-S15A, S29-S15A-N35, S29-S17-N35, S29-U33-V28-N35-S15	make dazzling, radiant causative
sti	F29-X1-D52, F29-X1-M17-M17-N35A, Q1-U33-M17, S22-N35A, S29-F29-X1-A24, S29-F29-X1-Q7, S29-F29-X1-T11-D40, S29-V13-D117, S29-V13-F29, S29-X1-A409, S29-X1-F29-D53, S29-X1-X1-W56	impregnate female, beget, ejaculate , pour water verb, set fire to verb, shoot, throw, thrust, spear, kindle light,inspect work, glitter of sky verb, strew, scatter verb, successor masculine
sTit	S29-F29-X1-X1-B1, S29-V13-M17-S22-X1, S29-V13-X1-F29-X1-A43, X1-F29-X1	Satis divinity
stkn	S29-X1-V31-N35-D54	cause to approach, induct into, cut short, bring on doom, execute judgements causative
Stm	N37-U15-G17-A2, N37-X1-U15-G17-G41-A2, N37-X1-U15-G17-G41-A24	be quarrelsome verb, hostility noun
stnm	S29-V13-N35-T34-G17-D55, S29-X1-N35-T34-G17-D54	confusion noun, lead astray, confuse causative, lead astray, confusion 
stny	O34-X1-N35-Z4, S29-V13-N35-G41, S29-V13-N35-Z4-T14-Y1V, S29-X1-N35-W24-Z7-T14-G41, S29-X1-N35-Y1	crown king causative, distinguish, honour, make distinctions , distinguish, honour, make distinctions, differentiate causative
stp	O34-X1-Q3-U21-S28-Z1, S29-V13-Q3-D54, S29-V13-Q3-U21-Aa3-N33A, S29-V13-Q3-U21-Y1, S29-X1-Q3-U21-A2, S29-X1-Q3-U21-Y1, U21, U21-Q3-G37, U21-Q3-S28, U21-Q3-V6, U21-Q3-Y1	be dismembered, ruined verb, choke ? , cut up animal , cut up animal, cut off limbs, pick out, choose , discharge of the eyes verb, leap up verb intransitive, overleap verb transitive, pick out, choose , ruin noun, strip of cloth, rag 
stp sA	S29-V13-Q3-U21-O1-V16, S29-V13-Q3-U21-V16, S29-X1-Q3-U21-V16, U21-Q3-V16-O1, U21-V16, U21-V16-O1	palace , protect, do escort duty 
stpt	O34-U21-X1-Q3-F24-F24-F24, S29-V13-Q3-X1-U21-F23-F44-Z2, S29-X1-Q3-X1-U21-Z2, U21-F51-F51-F51, U21-Q3-X1-F51-Z2, U21-X1-F51-Z2, U21-X1-Y1	choice noun, choice things of food collective noun
stpw	S29-X1-Q3-G43-U21-Y1-Z2, U21-G43-Y1, U21-Y1	the choicest, pick 
sTs	O34-V13-O34-M3, O34-V13-O34-T14, O34-V13-O34-U39-D5-M3-Z2	staff, props plural, clouds figuratively 
sTsi	S29-V13-O34-D40, S29-V13-O34-U39, S29-V13-O34-U39-D40	raise, lift up, remove lassitude, display beauty causative
sTsw	O34-V13-O34-G43-U39-A2-Z3, O34-V13-O34-G43-U39-Z3, O34-V13-O34-T14-Z2, O34-V13-O34-U39-A2-Z3	praises , raising up 
sTsy	S29-V13-G1-S29-Z7-A97, S29-V13-O34-M17-M17-A98, S29-V13-O34-Z4-A98, S29-V13-O34-Z7-A97-D40	be stretched out, prostrate 
stt	F29-X1-X1-Aa2-Z2, F29-X1-X1-N23-Z1, Q1-X1-X1-O1, S22-V13-X1-N25, S22-X1-X1-Z8, S29-F29-X1-X1-B1, S29-V13-M17-S22-X1, S29-V13-X1-S22-D40, S29-V13-X1-S22-Q7, S29-V13-X1-W22, S29-X1-X1-Aa2-Z2	Asia, island of Sehel localities, ground , jar for beer , kindle light , Satis goddess divinity, shooting pains , successor feminine
sTtyw	S22-X1-G4-Z2, S22-X1-X1-G4-T14-Z3	Asiatics 
stw	F29-X1-G43-Z1, F29-X1-Z7-T19, S29-V13-F29A-G43	arrow, dart , sower , target 
stwA	S29-X1-V4-G1	hold up causative
stwr	S29-X1-G36-D21	keep clean causative
stwt	F29-X1-G43-X1-N8-Z3, F29-X1-N8, S29-X1-F29-G43-X1-N8, S29-X1-G43-X1-A53-Y1, S29-X1-G43-X1-N8, S29-X1-G43-X1-Y1	rays of sun , resemble causative, resemble, smooth over, make over, praise craftsmanship causative
stX	C7, E21, M23-G43-X1-Z4-C7, M23-X1-Z4-C7, O34-X1-F32-A40, S29-X1-N37	Set , Seth god divinity
sty	Aa32-X1-N25, Aa32-X1-Z4-N33-Z2, Aa32-X1-Z8, D19-X1-Z4-N33-Z2, F29-X1-D4, F29-X1-D4-T11, S29-V13-Aa3, S29-V13-V33, S29-X1-Aa2, S29-X1-F29-M17-M17-D4	Nubia , Nubian mineral ochre ? , odour, smell , stare, stare at verb
sty Hb	S29-V13-V33-O22C-V30-W10B	a sacred oil 
sty r	S29-X1-Z4-Aa2-D21-Z1-A2	mid - day meal 
styt	Aa19-X1-O1, F29-X1-M17-M17-X1-D53-Z2, N37-V13-M17-M17-X1-V19, N37-V13-U33-M17-M17-X1-V19, N37-V13-X1-O1, N37-X1-U30-G1-M17-M17-X1-O1, N37-X1-U33-M17-M17-X1-B1, N37-X1-U33-M17-M17-X1-O6	chamber , leader, stroke of bank of oars-women , sanctuary of Sokar , seed, posterity 
Styw	Aa32-X1-G4-T14-A1-N33A, Aa32-X1-N25-T14-A1-N33A, F29-X1-G4-T14-A1-Z2, I2, N37-G4-M3-Z1, N37-X1-G4-I2, N37-X1-M17-M17-G43, S29-F29-G4-T14-A1-Z2	an offering - loaf , Asiatics , Nubians , stroke - oar ? , tortoise 
Sw	H6-G43, H6-G43-A40, H6-G43-G37, H6-G43-N5, H6-G43-V12, H6-Z7-G37-A1, M23-G43, N37-H6-G43, N8	ascend , be empty, be lacking, be devoid of, be missing from verb, blank papyrus roll , dry, dried , he, him, it dependent pronoun, he, she, it pronoun compound, lack noun, needy man , not translated non-enclitic particle, Shu god of the Air divinity, sun, sunlight 
sw n mswt nbt Hwt	N5-Z1-N35-F31-S29-G43-X1-Z2-O9-B1	birthday of Nephthys 
Sw qaHw	N37-Z1-N23-Z3A-N29-D36-V28-Z7-D41-D54-Z3	fish - ponds 
swA	N37-V4-G1-A30-G37, N37-V4-G1-G37, O34-V4-G1-Z9-D40, S29-V4-G1-D54, S29-V4-G1-N31-D54, S29-V4-G1-Z9-N31, Z9-D40, Z9-D54, Z9-N31, Z9-T30-D40	break, cut throat, cut off, cut down , pass on road, escape from, surpass someone, pass away, transgress, occur causative, poor 
swab	S29-D36-D58-F17, S29-D60, S29-D60-N35A	cleanse , cleanse, purify, decorate a building,consecrate causative, cleanse, purify, decorate a building,consecrate temple servants causative
swAD	S29-M13-I10, S29-M13-Y1, S29-M14-Y1, S29-V4-I10-M13-M13B-Y1	make green herbage, make to flourish of person, office causative, make prosperous of years, richly provide altars, refurbish stela causative
swAH	S29-V29-V28-Y1, S29-V29-Y1, S29-V4-G1-V28-V29-Y1	make to endure, to last, make stay in house, lengthen life, last long causative, make to endure, to last, make stay in house,lengthen life, last long causative
swAS	O34-V4-G1-N37-A30-Y1, S29-V4-G1-N37-A28, S29-V4-N37-A30, S29-V4-N37-Y1	pay honour to, applaud causative
swAt	S29-V4-G1-X1-N31-D54	what is past 
swAw	N37-V4-A4, N37-V4-G1-G43-A30-Y1-A1, N37-V4-G1-G43-G37-A1, S29-V4-G1-G43-N31-D54	journey , poor man 
swAwA	S29-V4-G1-V4-G1	ponder causative
Swb	M8-G1-V4-G1-D58-M1, N37-V4-D58-M1	persea tree 
swbA	S29-U26-D58-G1-Y1, S29-U26-D58-G29-M17-M17-Y1, S29-U26-Y1	open, reveal oneself causative
swbA Hr n	S29-U26-Y1-D2-Z1-N35	instruct 
swbA ib	S29-U26-Y1-F34-Z1	open the heart to wisdom 
Swbty	M8-D58-X1-Z4-A53, M8-G1-D58-X1-Z4-A40, M8-G1-V4-D58-X1-Z4-A53, M8-V4-D58-X1-Z4-W9	a jar , ushabti figure 
swD	S29-M13-I10-Y1, S29-M13-Y1, S29-V24-D46-Y1, S29-V24-G43-A2, S29-V24-G43-Y1, S29-V24-I10-Y1	hand over, pass on, assign office etc causative
swDA	S29-G43-U28-G1-D54, S29-G43-U28-G1-Y1, S29-G43-U28-Y1, S29-Z7-U28-G1-Z6	convey to someone verb causative transitive, die causative, go verb intransitive, make healthy, keep safe, calm fear causative
swDA ib Hr	S29-G43-U28-G1-Y1-F34-Z1-D2-Z1	inform about 
swDb	S29-Z7-V25-D58-F46-Y1	wind rope around causative
swdf	S29-Z7-D46-I9-D54	make to linger causative
swdi	S29-G43-D46-V1-Z9-D40	plant with trees causative
swdwd	S29-G43-D46-G43-D46-V48	bandage verb
swf	S29-G43-I9-G39-D54	see entries under wsf 
swgm	S29-G28-G17-D36, S29-G28-G17-D40, S29-Z7-G28-G17-D36	grind, pulverize causative, pulverize 
swH	S29-G43-V28-P5, S29-G43-V28-S28, S29-G43-V28-V1	loincloth , wind 
swhA	S29-Z7-O4-G1-E21-A24	break up of ship 
swhi	S29-G43-O4-E21-A2, S29-G43-O4-G1-E21-D40-A2, S29-G43-O4-Z4A-A2, S29-O4-G43-A2, S29-Z7-O4-G1-A2	boast of, vaunt with verb
swhn	S29-G43-O4-N35-O118, S29-G43-O4-N35-O37-Z9-D40	throw down building causative
swHt	H34-X1-Z2, S29-G43-V28-X1-H8, S29-G43-V28-X1-H8-Aa2, S29-G43-V28-X1-M3, S29-G43-V28-X1-V6	coffin , egg , shroud , those who are in the egg 
swit	M23-Z7-M17-X1-M33B	pill 
Swiw	H6-Z7-M17-Z7-G37	emptiness, default 
swmt	S29-G43-D52-X1-T14C-T14C, S29-G43-D52-X1-Y1	make thick, make stout the heart causative
swn	O34-W81-W24-G43, S29-E34-N35-O31-D40, S29-E34-N35-T11-G37, S29-E34-N35-T11-G37-Z3, S29-M42-N35, T11-N35-Y1	affliction , flattery , open causative, perish , trade noun and verb
swn Hr	S29-E34-N35-O31-D40-D2-Z1	instruct causative
swnnw	S29-E34-N35-N35-N35A, S29-E34-N35-N35-W24-Z7-T11-N35A-N36-N23	pond 
swnt	O34-E34-N35-X1-T11, S29-E34-N35-X1-T11-Y1, S29-M42-N35-X1-Y1, T11-N35-X1-Y1-Z2	arrow , price 
swnw	S29-M42-N35-W24-G43-O233, S29-M42-N35-W24-O36-O1, S29-W24-O233, T11-W24-Z1-A1	physician, doctor , tower 
swnyt	S29-E34-N35-M17-M17-X1-T11-G37-Z2	pain 
swr	A2, A410, O34-G36-D21-D118, O34-G36-D21-W22, S29-G36-D21, S29-G36-D21-A410, S29-G36-D21-M17-A2, S29-G36-D21-M17-N35A-A116B, S29-G36-D21-M17-N35A-A2, S29-Z9-D21-M17-N35A-A2	drink , drink - supply , promote an official, increase herds causative
swrd	S29-G36-D21-D46-A17-G37, S29-G36-G37-D21-D46	weary someone causative
swrt	O34-G36-D21-X1-A116	drink - supply ? 
swsr	S29-F12-D21-D40, S29-F12-S29-D21-D40, S29-Z7-N37-D21-N5	dry causative, make strong, powerful causative
swsx	M23-G43-S29-Aa1-O39, S29-G43-O34-Aa1-T24, S29-G43-S29-Aa1-W10-Y1	make extensive of movements causative, widen, make wie, make spacious, extend boundaries causative
swt	H6, H6-G43-X1-D3, H6-G43-X1-H5, H6-X1-Z1, H6-X1-Z1-A1-Z2, H6-X1-Z1-D3, H6-Z7-X1-G37, M23-G43-X1, M23-X1, M23-X1-Z1-M2, O34-G43-X1-M33, S29-G43-X1-M33, S29-G43-X1-P5	but enclitic particle, emptiness , feather , force of wind , he, it, rarely she independent pronoun, neighbours collective noun, scirpus - reed, emblem of Upper Egypt , side , wheat 
swt .f	M23-G43-X1-I9	what is his 
Swt dHwty	G26-X1-Z4-H6-X1-Z1-M2	a type of herb 
Swt nTr	R8-S36-X1-Z1	sacred figure, image of god 
Swt ra	S36-X1-Z1-D21-D36-N5-Z1, S36-X1-Z1-N5-Z1	Sunshade a type of small Temple , Sunshade, type of small temple 
swtwt	Aa18-Z1-X1-G43-O50-Z4-D54, F27-X1-X1, S29-G43-G43-X1-X1-D54, S29-G43-X1-G43-X1-D54, S29-X1-G43-X1-D54	go forth , go forth, walk about, journey, travel , walk about , walk about, journey, travel, go forth 
Swty	H6-G43-X1-Z4-D40, H6-G43-X1-Z4-S9	plumes as diadem , trader 
Sww	H6-G43-G43-M2-N33A, H6-G43-M2-Z2, N37-H6-G43-G43-M2-N33A, O35-G43-N5-Z2, S29-G43-N5-Z2, S29-S29-S29-G43-N5-Z2	a type of edible vegetable , a type of vegetable , day, dates in time 
swx	S29-Z7-Aa1-N2	spend the night causative
swxA	O34-Z7-M12-G1-G37	befool someone causative
swxAy	S29-G43-M12-G37-Z4A	decay noun
